accountID;installationID;installationName;mainActivity
101686;87;Irish Sugar Limited - Mallow;1-Combustion installations with a rated thermal input exceeding 20 MW
91539;795;Knauf Danogips GmbH;30-Production of lime, or calcination of dolomite/magnesite
96468;314;LASSELSBERGER - závod Chlumčany;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
101687;89;ADM Ringaskiddy;1-Combustion installations with a rated thermal input exceeding 20 MW
91540;713;IKEA Industry Hultsfred AB;20-Combustion of fuels
96469;16;Chrudim IRON&STEEL,s.r.o. - Slévárna tvárné litiny;20-Combustion of fuels
101688;90;Janssen Pharmaceutical;20-Combustion of fuels
96470;315;České lupkové závody - Nové Strašecí;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
101689;91;Belfield;1-Combustion installations with a rated thermal input exceeding 20 MW
91542;775;Älvsbyns HVC;20-Combustion of fuels
96471;17;ZRUŠENO SLEZAN - kotelna závodu 04 - Frýdek Místek;1-Combustion installations with a rated thermal input exceeding 20 MW
101690;92;Moy Isover Ltd.;7-Installations for the manufacture of glass including glass fibre
91544;796;Bällstaberg PC;20-Combustion of fuels
96472;316;LASSELSBERGER - závod RAKO 2;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
101691;93;Ballymacarry;1-Combustion installations with a rated thermal input exceeding 20 MW
112285;206722;CERAMIQUES DE FORBACH;20-Combustion of fuels
101692;94;University College Cork;1-Combustion installations with a rated thermal input exceeding 20 MW
96473;317;LASSELSBERGER - závod RAKO 3;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
107154;201993;Halcón Cerámicas, S.A. (II);32-Manufacture of ceramics
101693;95;Drogheda Concentrates;1-Combustion installations with a rated thermal input exceeding 20 MW
96474;18;ZRUŠENO - SLEZAN FM - kotelna závodu 03 - Frýdlant;1-Combustion installations with a rated thermal input exceeding 20 MW
101694;96;Minch Malt Limited;20-Combustion of fuels
112287;206723;CHATEAUROUX CERAMICS SAS;20-Combustion of fuels
96475;318;SEEIF Ceramic - Pece, sušárny, kotelna;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
91549;717;Moskogen;20-Combustion of fuels
101695;97;Baxter Healthcare SA;20-Combustion of fuels
112288;206721;Pura Foods Ltd;20-Combustion of fuels
96476;19;Plzeňský Prazdroj - varny závodu Plzeň;20-Combustion of fuels
107157;201987;F10217;10-Aircraft operator activities
91550;797;Backen;20-Combustion of fuels
101696;98;Waterford Regional Hospital;1-Combustion installations with a rated thermal input exceeding 20 MW
96477;319;PRECIOSA ORNELA-Polubný,Příchovice a Desná;31-Manufacture of glass
107158;202016;Gres-Fort, S.A.;32-Manufacture of ceramics
101697;99;EMC Information Systems International;20-Combustion of fuels
91551;798;Häggatorp;20-Combustion of fuels
96478;20;PRECYS - Horkovodní uhelná kotelna;1-Combustion installations with a rated thermal input exceeding 20 MW
112291;206704;Kiisa avariireservelektrijaam;20-Combustion of fuels
107160;201916;Kalzination;32-Manufacture of ceramics
101698;100;Ballymun Boiler House;1-Combustion installations with a rated thermal input exceeding 20 MW
91552;799;HVC Norrahammar Sortergården;20-Combustion of fuels
96479;320;VETROPACK MORAVIA GLASS;31-Manufacture of glass
107161;201867;Anlage zum Brennen keramischer Erzeugnisse;32-Manufacture of ceramics
112293;206725;Emigres, SL (Factoría 2);32-Manufacture of ceramics
96480;21;Kappa Morava Paper a Kappa Žimrovice;1-Combustion installations with a rated thermal input exceeding 20 MW
91553;800;HVC Norrahammar Slätten;1-Combustion installations with a rated thermal input exceeding 20 MW
101700;102;Cork University Hospital;1-Combustion installations with a rated thermal input exceeding 20 MW
107162;201936;Fliesenwerk;32-Manufacture of ceramics
96481;321;Cihelna Klíma spol. s r.o.;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
91555;812;P11;20-Combustion of fuels
101701;103;Nutricia Infant Nutrition Limited Macroom;20-Combustion of fuels
107163;201937;Fliesenwerk BLINK;32-Manufacture of ceramics
96482;22;Synthesia a.s., odštěpný závod SYNTHESIA;20-Combustion of fuels
101702;104;Nutricia Rocklands;20-Combustion of fuels
96483;23;KAREL HOLOUBEK - Trade Group - Teplárna Bohatice;20-Combustion of fuels
91557;815;PC Åhus;20-Combustion of fuels
107165;202021;Hijos de Francisco Gaya Forés, S.L. (Factoría I);32-Manufacture of ceramics
101703;101;University Hospital Galway;20-Combustion of fuels
96484;322;Burson Properties - divize Antonínův důl;7-Installations for the manufacture of glass including glass fibre
91558;819;Kilslunds PC;20-Combustion of fuels
101704;105;Waterford Proteins/ABP Waterford;20-Combustion of fuels
91559;818;PC Holmsund;20-Combustion of fuels
96485;24;ArcelorMittal Frýdek-Místek;24-Production of pig iron or steel
107167;202025;Hijos de Francisco Gaya Forés, S.L. (Factoría 2);32-Manufacture of ceramics
101705;106;ABP Munster Proteins/ABP Cahir;20-Combustion of fuels
96486;323;LASSELSBERGER a.s., závod Horní Bříza;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
91560;816;PC Vämö;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
107169;201687;f10888;10-Aircraft operator activities
91561;817;PC Kofoten;20-Combustion of fuels
96487;25;Teva Czech Industries - Energetika - kotelna;1-Combustion installations with a rated thermal input exceeding 20 MW
101708;107;Dublin Products Limited;20-Combustion of fuels
91562;813;Tallbacka PC;20-Combustion of fuels
96488;324;Českomoravský cement - závod Mokrá;29-Production of cement clinker
96489;325;Českomoravský cement, a.s. - závod Radotín;29-Production of cement clinker
101710;109;Wexford Proteins Ltd;20-Combustion of fuels
107172;201935;Bioetanol Üzem - Dunaföldvár;20-Combustion of fuels
96490;26;ZRUŠENO - Divize 1 - Železárny Veselí, a.s.;1-Combustion installations with a rated thermal input exceeding 20 MW
91565;823;Hantverkaren;20-Combustion of fuels
101711;110;Vitra (Ireland) Ltd;1-Combustion installations with a rated thermal input exceeding 20 MW
96491;326;Českomoravský cement, a.s. - závod Králův Dvůr;6-Installations for the production of cement clinker in rotary kilns or lime in rotary kilns or in other furnaces
101712;111;Aurivo Dairy Ingredients Limited;20-Combustion of fuels
91566;824;PC Södra industriområdet;20-Combustion of fuels
107175;201938;Schwefelsäure-Fabrik;20-Combustion of fuels
96492;27;Psychiatr. léčebna v Dobřanech - plynová kotelna;20-Combustion of fuels
91567;825;Ringgården;20-Combustion of fuels
101713;112;CCGT HPC2 (Huntstown Power Station Phase II);20-Combustion of fuels
107176;201952;Spaltschwefelsäure-Fabrik;20-Combustion of fuels
96493;327;Cihelna Časy s.r.o. - Cihelna Časy;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
91568;826;Vårdcentralen;20-Combustion of fuels
101714;113;Allergan Pharmaceuticals Ireland;20-Combustion of fuels
107177;201953;Kammerbetriebe;20-Combustion of fuels
96494;328;SEEIF Ceramic - závod 04 - Reframo;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
101715;114;Janssen Sciences Ireland UC;20-Combustion of fuels
91570;820;Reservcentral Vagnen 4;20-Combustion of fuels
107178;201955;Wasserstoff-Anlage;43-Production of hydrogen and synthesis gas
96495;28;plynová kotelna JIHLAVAN;1-Combustion installations with a rated thermal input exceeding 20 MW
101716;115;Beaumont Hospital;1-Combustion installations with a rated thermal input exceeding 20 MW
107179;201956;Glyoxal-Fabrik;40-Production of glyoxal and glyoxylic acid
96496;329;HELUZ cihlářský průmysl v.o.s.-Cihelna Libochovice;32-Manufacture of ceramics
91572;828;Panna 6;1-Combustion installations with a rated thermal input exceeding 20 MW
107180;201957;Salpetersäure-Fabrik;38-Production of nitric acid
96497;330;STÖLZLE - UNION s.r.o.;31-Manufacture of glass
101719;51;Great Island Generating Station;20-Combustion of fuels
91573;827;PC Håsten Centrum;20-Combustion of fuels
107181;201958;NO-Rein-Fabrik;38-Production of nitric acid
96498;29;Sellier & Bellot - Centrální kotelna;20-Combustion of fuels
101720;57;Tarbert Generating Station;20-Combustion of fuels
91574;831;OP 4 Hagfors Järnverk;20-Combustion of fuels
107182;201959;Adipinsäure-Fabrik;39-Production of adipic acid
96499;331;Zlínské cihelny s.r.o., cihelna Žopy;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
101721;58;Tawnaghmore Generating Station;20-Combustion of fuels
107183;201960;Ammoniak-Fabrik 4;41-Production of ammonia
91575;829;Skoghall Panncentral;20-Combustion of fuels
96500;30;Tepelné hospodářství Prachatice - kotelna IV - byt;20-Combustion of fuels
101722;108;Rhode Generating Station;20-Combustion of fuels
107184;201962;Ammoniak-Fabrik 3;41-Production of ammonia
96501;332;Zlínské cihelny s.r.o., cihelna Malenovice;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
91577;832;HVC Ekobilen;20-Combustion of fuels
107185;201963;Styrol-Fabrik;42-Production of bulk chemicals
96502;31;ČEZ Energetické služby - kotelna Nádražní;20-Combustion of fuels
91578;830;Elmeverket Älmhult;20-Combustion of fuels
107186;201964;Ethylenoxid-Fabrik;42-Production of bulk chemicals
96503;333;CARMEUSE CZECH REPUBLIC s.r.o. - Vápenka Mokrá;30-Production of lime, or calcination of dolomite/magnesite
91579;834;Nykvarns PC;1-Combustion installations with a rated thermal input exceeding 20 MW
107187;201965;Citral-Fabrik;42-Production of bulk chemicals
101726;61;Hovione Limited;20-Combustion of fuels
96504;32;Huhtamaki Česká republika, a.s.;36-Production of paper or cardboard
91580;833;PC Holmsund Tornfalken;20-Combustion of fuels
107188;201966;Methacrylsäure-Fabrik;42-Production of bulk chemicals
96505;334;HELUZ cihlářský průmysl - Cihelna Hevlín;32-Manufacture of ceramics
101728;128;Cushaling Power Limited;20-Combustion of fuels
91581;835;FVC Kvarnsveden;20-Combustion of fuels
107189;201967;Formaldehyd-Fabrik;42-Production of bulk chemicals
96506;335;Fosfa - kotelna Fosfa;20-Combustion of fuels
101729;10;MSD International GmbH (t/a MSD Ireland Ballydine);20-Combustion of fuels
91582;836;FVC Romme;20-Combustion of fuels
96507;33;POWGEN - TUBOX;20-Combustion of fuels
107190;201968;Phthalsäureanhydrid-Fabrik;42-Production of bulk chemicals
101730;23;Pfizer Ireland Pharmaceuticals;20-Combustion of fuels
96508;336;HELUZ cihlářský průmysl-Cihelna Dolní Bukovsko;32-Manufacture of ceramics
107191;201969;Acrylsäure-Fabrik II;42-Production of bulk chemicals
91584;838;Ekobacken PC;20-Combustion of fuels
101731;24;The Pfizer Biotech Campus at Grange Castle;20-Combustion of fuels
107192;201970;Anolon-Fabrik;42-Production of bulk chemicals
96509;34;plynová kotelna nkt cables Vrchlabí;1-Combustion installations with a rated thermal input exceeding 20 MW
91586;843;HVC Bankeryd Panna 3;1-Combustion installations with a rated thermal input exceeding 20 MW
101732;44;Pfizer Ireland Pharmaceuticals - Newbridge;20-Combustion of fuels
107193;201971;Propionsäure-Fabrik;42-Production of bulk chemicals
96510;337;BEFACOAL s.r.o. - kotelna Dobříš;1-Combustion installations with a rated thermal input exceeding 20 MW
91587;842;HVC Bankeryd Alva;20-Combustion of fuels
101733;64;Upjohn Manufacturing Ireland Limited;20-Combustion of fuels
107194;201972;Methanol-Fabrik;42-Production of bulk chemicals
96511;338;Varroc Lighting Systems - kotelna;20-Combustion of fuels
91588;841;HVC Bankeryd Moa;1-Combustion installations with a rated thermal input exceeding 20 MW
107195;201995;Nonyl-Fabrik;42-Production of bulk chemicals
96512;35;ZRUŠENO - Plzeňská teplárenská - Výtopna Světovar;1-Combustion installations with a rated thermal input exceeding 20 MW
101735;117;Amgen Technology (Ireland);1-Combustion installations with a rated thermal input exceeding 20 MW
91589;839;Näl reservpanna;20-Combustion of fuels
107196;201996;Butyl-Fabrik;42-Production of bulk chemicals
96513;339;LASSELSBERGER - závod Podbořany;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
101736;130;DuPont Nutrition Ireland;20-Combustion of fuels
91590;840;HVC Flahult;20-Combustion of fuels
112346;206761;f12602;10-Aircraft operator activities
107197;201997;Propylenoxid-Fabrik;42-Production of bulk chemicals
96514;36;Elektrárny Opatovice - Elektrárna Opatovice;1-Combustion installations with a rated thermal input exceeding 20 MW
101737;9;Alkermes Pharma Ireland Limited;1-Combustion installations with a rated thermal input exceeding 20 MW
96515;340;UNIPETROL RPA, s.r.o. - RAFINÉRIE, Kralupy;21-Refining of mineral oil
112347;206591;Golden Eagle;20-Combustion of fuels
107198;201998;Acrylmonomere Nord;42-Production of bulk chemicals
101738;36;Premier Periclase Limited;30-Production of lime, or calcination of dolomite/magnesite
91592;845;Uddetorp;20-Combustion of fuels
96516;37;VÍTKOVICE HEAVY MACHINERY, a.s.;20-Combustion of fuels
107199;202000;Isoocten-Anlage;42-Production of bulk chemicals
101739;12;Wyeth Nutritionals Ireland Limited;20-Combustion of fuels
96517;341;Cihelna Hodonín, s.r.o.;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
107200;202002;Acetylen-Anlage;42-Production of bulk chemicals
101741;1;Installation 1;1-Combustion installations with a rated thermal input exceeding 20 MW
107201;202004;Aromaten-Anlage;42-Production of bulk chemicals
96518;38;Teplárna Otrokovice - Teplárna;20-Combustion of fuels
101742;2;Installation 2;1-Combustion installations with a rated thermal input exceeding 20 MW
107202;202003;Melaminfabrik-HP3-Teil;42-Production of bulk chemicals
96519;342;CEMEX Czech Republic, s.r.o.;29-Production of cement clinker
